0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.567435614410501003e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.438000000000000000e+03
1.567435614680294991e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.336000000000000000e+03
1.567435614937647104e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.336000000000000000e+03
1.567435615206525087e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.779000000000000000e+03
1.567435615462280989e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.754000000000000000e+03
1.567435615723128080e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.754000000000000000e+03
1.567435615983913898e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.754000000000000000e+03
1.567435616263130903e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.354000000000000000e+03
1.567435616520397902e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.354000000000000000e+03
1.567435616783689022e+09,1.524000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435617040188074e+09,1.524000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435617301079988e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.559000000000000000e+03
1.567435617557585001e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.559000000000000000e+03
1.567435617820911884e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435618090213060e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435618351686954e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435618619708061e+09,1.523000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435618881669998e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435619139395952e+09,1.522000000000000000e+03,1.494000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435619399203062e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
1.567435619655920029e+09,1.522000000000000000e+03,1.493000000000000000e+03,1.467000000000000000e+03,1.560000000000000000e+03
