0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.535543502523349047e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
1.535543502791696072e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
1.535543503054562092e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.132000000000000000e+03
1.535543503313354015e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.132000000000000000e+03
1.535543503587990046e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.559000000000000000e+03,1.924000000000000000e+03
1.535543503849325895e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.559000000000000000e+03,1.924000000000000000e+03
1.535543504114738941e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.559000000000000000e+03,1.924000000000000000e+03
1.535543504377054930e+09,1.515000000000000000e+03,1.508000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
1.535543504643564939e+09,1.516000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
1.535543504904680014e+09,1.516000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
1.535543505164442062e+09,1.515000000000000000e+03,1.507000000000000000e+03,1.561000000000000000e+03,1.517000000000000000e+03
