0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.569408728467297077e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.550000000000000000e+03
1.569408728737205982e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.550000000000000000e+03
1.569408728993709087e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.549000000000000000e+03
1.569408729268030882e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.549000000000000000e+03
1.569408729527807951e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.353000000000000000e+03
1.569408729805028915e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.353000000000000000e+03
1.569408730061872005e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.584000000000000000e+03
1.569408730337759018e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.584000000000000000e+03
1.569408730594835043e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.734000000000000000e+03
1.569408730869788885e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.734000000000000000e+03
1.569408731128832102e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.702000000000000000e+03
1.569408731401730061e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.702000000000000000e+03
1.569408731658128023e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.323000000000000000e+03
1.569408731931715012e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.323000000000000000e+03
1.569408732189244032e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.550000000000000000e+03
1.569408732459630013e+09,1.514000000000000000e+03,1.518000000000000000e+03,1.482000000000000000e+03,1.550000000000000000e+03
